,timestamp,course,motivated_required,motivated_staycurrenttech,motivated_advancecareer,motivated_changecareer,motivated_developprofession,motivated_jobdisplacement,motivated_relocation,motivated_itcert,motivated_financial,motivated_enrichment,motivated_curiosity,participated_openhouse,participated_instantdecision,participated_oncampusinfo,participated_virtualinfo,participated_womenwhodare,participated_collegefair,experienced_compclass,experienced_compclub,experienced_compcompetition,experienced_compcampschool,experienced_compcampsummer,experienced_compclassap,experienced_compclassdual,experienced_familyfriendinfluence,experienced_familyfriendinfield,experienced_hsstaff,experienced_employerinfluence,heard_ccmwebsite,heard_billboard,heard_television,heard_radio,heard_socialmedia,heard_event,heard_familyfriend,heard_employer,heard_ccmstudent,heard_ccmalumni,heard_highschool,decision_cost,decision_convenience,decision_programs,decision_online,decision_referral,decision_faculty,decision_reputation,decision_scholarships,decision_transfer,decision_classsize,decision_opportunities,program,informed_hscounselor,informed_ccmwebsite,informed_ccmadmissions,informed_ccmcounselor,informed_employer,informed_other,gender,ethnicity,age
183,2020/09/24 6:49:52 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not Sure,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,Man,White/Caucasian,19-20
184,2020/09/24 6:50:28 PM EST,CMP 135 Computer Concepts with Applications,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,Woman,Asian,35-64
185,2020/09/24 6:50:40 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,Communication;Radiography,No,Yes,Yes,Yes,No,No,Woman,Black/African American,19-20
186,2020/09/24 6:50:41 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,Yes,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography;Nursing,No,No,No,No,No,Don't recall,Woman,Hispanic or Latino;White/Caucasian,19-20
187,2020/09/24 6:51:42 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,Woman,Hispanic or Latino,19-20
188,2020/09/24 6:52:04 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Music Technology,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Man,White/Caucasian,18 and younger
189,2020/09/24 6:57:45 PM EST,CMP 135 Computer Concepts with Applications,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,Yes,No,Yes,Man,Hispanic or Latino,21-24
190,2020/09/24 6:58:32 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Radiography,Yes,No,Yes,No,No,No,Woman,White/Caucasian,18 and younger
191,2020/09/24 7:00:54 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,No,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,liberal arts,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Woman,White/Caucasian,19-20
192,2020/09/24 10:54:25 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Criminal Justice,No,No,No,No,No,No,Man,White/Caucasian,19-20
193,2020/09/25 1:21:48 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,Woman,White/Caucasian,19-20
194,2020/09/25 6:22:08 PM EST,CMP 126 Computer Technology and Applications,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Communication,No,No,No,No,No,No,Woman,Hispanic or Latino,19-20
195,2020/09/26 7:49:41 PM EST,CMP 135 Computer Concepts with Applications,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Criminal Justice,No,No,Yes,No,No,Yes,Man,Choose not to reply,19-20
196,2020/09/26 8:59:15 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,High Impact,High Impact,Radiography,No,No,No,No,No,No,Man,Hispanic or Latino,19-20
197,2020/09/27 5:07:35 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,Woman,White/Caucasian,19-20
198,2020/09/30 8:45:44 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,Yes,No,No,No,No,No,Yes,Some Impact,Some Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,Yes,Yes,No,No,Woman,White/Caucasian,19-20
199,2020/09/30 5:35:39 PM EST,CMP 101 Computer Information Literacy,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Nursing,Yes,No,Yes,Yes,No,No,Man,Hispanic or Latino;Black/African American,18 and younger
200,2020/10/04 6:44:31 PM EST,CMP 126 Computer Technology and Applications,No,No,No,No,No,No,No,No,No,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,liberal arts,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Man,White/Caucasian,19-20
201,2020/10/10 3:59:29 PM EST,CMP 126 Computer Technology and Applications,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Communication,No,No,No,Yes,No,No,Woman,Asian;White/Caucasian,21-24
202,2021/10/04 1:43:00 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Not Sure,No,No,No,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No,Yes,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Criminal Justice,No,No,Yes,Yes,No,No,Woman,Choose not to reply,65+
203,2021/10/04 2:15:38 PM EST,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,Broadcasting Arts and Technology,Yes,No,No,No,No,No,Non-binary,Hispanic or Latino;Multi-Racial,19-20
204,2021/10/04 3:06:08 PM EST,CMP 126 Computer Technology and Applications,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,Liberal Arts,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Man,Hispanic or Latino,19-20
205,2021/10/04 6:32:07 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Nursing,No,No,No,Yes,No,No,Woman,White/Caucasian,19-20
206,2021/10/05 7:22:53 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Child and Family Studies,No,No,No,No,No,No,Woman,White/Caucasian,19-20
207,2021/10/05 7:25:38 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Musical Theatre,No,No,No,Yes,No,No,Woman,White/Caucasian,21-24
208,2021/10/05 7:35:11 PM EST,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Communication,Yes,No,No,No,No,No,Woman,White/Caucasian,19-20
209,2021/10/05 8:51:17 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,No,No,No,No,No,No,Woman,Choose not to reply,35-64
210,2021/10/05 9:23:52 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Not Sure,Not Sure,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,No,No,No,No,No,Woman,Hispanic or Latino,35-64
211,2021/10/06 6:39:23 AM EST,CMP 126 Computer Technology and Applications,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not in a degree program,No,No,No,No,No,No,Woman,Hispanic or Latino;White/Caucasian;Multi-Racial,18 and younger
212,2021/10/06 8:22:56 AM EST,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,No,No,No,No,High Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,No,No,No,No,No,Woman,White/Caucasian,35-64
213,2021/10/06 10:18:02 AM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Nursing,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Woman,Hispanic or Latino,19-20
214,2021/10/06 10:44:21 AM EST,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,Don't recall,Don't recall,Yes,No,No,Woman,White/Caucasian,19-20
215,2021/10/06 11:03:01 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Sure,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Criminal Justice,No,No,No,Yes,No,No,Man,Asian,19-20
216,2021/10/06 11:06:26 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Exercise Science,No,No,No,No,No,No,Prefer not to say,Choose not to reply,19-20
217,2021/10/06 11:16:59 AM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,No,Don't recall,Don't recall,No,Don't recall,Woman,Asian,18 and younger
218,2021/10/06 12:19:15 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Radiography,No,No,Yes,No,No,No,Woman,White/Caucasian,25-34
219,2021/10/06 12:30:39 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Not Sure,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,High Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Liberal Arts,No,No,No,Yes,No,No,Woman,Hispanic or Latino,19-20
220,2021/10/06 12:48:30 PM EST,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Criminal Justice,No,Yes,No,No,No,Yes,Man,White/Caucasian,18 and younger
221,2021/10/06 2:28:42 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,Yes,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,Communication,No,No,Yes,No,No,No,Woman,White/Caucasian,35-64
222,2021/10/06 4:14:58 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,No,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Sociology-Humanities,No,No,No,Yes,No,No,Woman,White/Caucasian,35-64
223,2021/10/06 4:31:01 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Radiography,No,No,Yes,No,No,No,Man,White/Caucasian,25-34
224,2021/10/06 4:55:44 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,Yes,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Nursing,No,No,Yes,Yes,No,No,Woman,Hispanic or Latino,25-34
225,2021/10/06 4:59:16 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Hospitality Mgmt ,No,No,No,Yes,No,No,Man,White/Caucasian,19-20
226,2021/10/06 5:44:06 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Child and Family Studies,No,No,No,No,No,Don't recall,Woman,White/Caucasian,21-24
227,2021/10/06 5:44:16 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Nursing,No,No,No,No,No,No,Woman,Hispanic or Latino;Asian,21-24
228,2021/10/06 5:44:22 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Broadcasting Arts and Technology,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,Man,White/Caucasian,21-24
229,2021/10/06 5:44:40 PM EST,CMP 126 Computer Technology and Applications,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Nursing,No,No,No,Yes,No,No,Woman,White/Caucasian,19-20
230,2021/10/06 5:45:36 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,No,No,Yes,No,No,Woman,White/Caucasian,21-24
231,2021/10/06 5:45:38 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Liberal Arts,No,No,No,Yes,No,No,Woman,White/Caucasian,19-20
232,2021/10/06 5:45:45 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Music,No,No,No,Yes,No,No,Man,Asian,21-24
233,2021/10/06 5:46:04 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Broadcast Journalism,No,No,No,No,No,No,Woman,White/Caucasian,19-20
